transcript_id	TPM	marker_guess	stitle
dd_Djap_v4_75940_1_2	64.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_75940_1_2	64.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_66213_1_1	52.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_47829_1_3	47.000	PL10/DDX3	sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3
dd_Djap_v4_47829_1_3	47.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_50625_1_1	39.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_90477_1_1	38.000	Nanos	sp|E7FDB3|NANO1_DANRE Nanos homolog 1 OS=Danio rerio OX=7955 GN=nanos1 PE=3 SV=1
dd_Djap_v4_47902_1_2	36.383	PL10/DDX3	sp|Q5RF43|DDX3Y_PONAB ATP-dependent RNA helicase DDX3Y OS=Pongo abelii OX=9601 GN=DDX3Y PE=2 SV=1
dd_Djap_v4_47902_1_2	36.383	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_11174_1_2	33.000	PL10/DDX3	sp|Q62095|DDX3Y_MOUSE ATP-dependent RNA helicase DDX3Y OS=Mus musculus OX=10090 GN=Ddx3y PE=1 SV=2
dd_Djap_v4_11174_1_2	33.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_18196_1_1	27.000	PL10/DDX3	sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3
dd_Djap_v4_18196_1_1	27.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_77877_1_1	21.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_77877_1_1	21.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_14006_1_1	18.000	PL10/DDX3	sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3
dd_Djap_v4_99145_1_1	12.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_99145_1_1	12.000	Vasa/DDX4	sp|Q4R5S7|DDX4_MACFA Probable ATP-dependent RNA helicase DDX4 OS=Macaca fascicularis OX=9541 GN=DDX4 PE=2 SV=1
dd_Djap_v4_46561_1_1	8.000	PL10/DDX3	sp|Q5RF43|DDX3Y_PONAB ATP-dependent RNA helicase DDX3Y OS=Pongo abelii OX=9601 GN=DDX3Y PE=2 SV=1
dd_Djap_v4_46561_1_1	8.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_62825_1_1	7.000	PL10/DDX3	sp|Q62095|DDX3Y_MOUSE ATP-dependent RNA helicase DDX3Y OS=Mus musculus OX=10090 GN=Ddx3y PE=1 SV=2
dd_Djap_v4_62825_1_1	7.000	Vasa/DDX4	sp|Q4R5S7|DDX4_MACFA Probable ATP-dependent RNA helicase DDX4 OS=Macaca fascicularis OX=9541 GN=DDX4 PE=2 SV=1
dd_Djap_v4_23843_1_1	5.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_23843_1_1	5.000	Piwi	sp|Q8UVX0|PIWL1_DANRE Piwi-like protein 1 OS=Danio rerio OX=7955 GN=piwil1 PE=1 SV=1
dd_Djap_v4_33161_2_1	5.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_33161_2_1	5.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_14262_2_7	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_14262_2_7	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_19566_1_1	0.000	PL10/DDX3	sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3
dd_Djap_v4_19566_1_1	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_19566_2_1	0.000	PL10/DDX3	sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3
dd_Djap_v4_19566_2_1	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_21321_1_1	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_23212_3_1	0.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_23212_3_1	0.000	Piwi	sp|Q8CGT6|PIWL4_MOUSE Piwi-like protein 4 OS=Mus musculus OX=10090 GN=Piwil4 PE=1 SV=3
dd_Djap_v4_23212_3_2	0.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_23212_3_2	0.000	Piwi	sp|A8KBF3|PIWL2_XENTR Piwi-like protein 2 OS=Xenopus tropicalis OX=8364 GN=piwil2 PE=1 SV=1
dd_Djap_v4_25086_1_1	0.000	Piwi	sp|Q7Z3Z3|PIWL3_HUMAN Piwi-like protein 3 OS=Homo sapiens OX=9606 GN=PIWIL3 PE=1 SV=2
dd_Djap_v4_2970_1_2	0.000	Argonaute/Ago	sp|Q9UKV8|AGO2_HUMAN Protein argonaute-2 OS=Homo sapiens OX=9606 GN=AGO2 PE=1 SV=3
dd_Djap_v4_2970_1_3	0.000	Argonaute/Ago	sp|Q9UKV8|AGO2_HUMAN Protein argonaute-2 OS=Homo sapiens OX=9606 GN=AGO2 PE=1 SV=3
dd_Djap_v4_2970_1_4	0.000	Argonaute/Ago	sp|Q9UKV8|AGO2_HUMAN Protein argonaute-2 OS=Homo sapiens OX=9606 GN=AGO2 PE=1 SV=3
dd_Djap_v4_30395_1_1	0.000	Piwi	sp|Q7Z3Z3|PIWL3_HUMAN Piwi-like protein 3 OS=Homo sapiens OX=9606 GN=PIWIL3 PE=1 SV=2
dd_Djap_v4_30395_2_1	0.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_30395_2_1	0.000	Piwi	sp|A6N7Y9|PIWL1_CHICK Piwi-like protein 1 OS=Gallus gallus OX=9031 GN=PIWIL1 PE=2 SV=1
dd_Djap_v4_30395_3_1	0.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_30395_3_1	0.000	Piwi	sp|A9ZSZ2|AGO3_BOMMO Piwi-like protein Ago3 OS=Bombyx mori OX=7091 GN=AGO3 PE=1 SV=2
dd_Djap_v4_33161_1_1	0.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_33161_1_1	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_35178_1_10	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_35178_1_10	0.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_35178_1_11	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_35178_1_11	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_35178_1_12	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_35178_1_12	0.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_35178_1_2	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_35178_1_2	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_35178_1_3	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_35178_1_3	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_35178_1_4	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
